config1;config2;config3;config4;config5;config6;config7;config8;config9;config10;config11;config12;config13;config14;config15;config16;config17;config18;config19;config20;config21;config22;config23;config24
0.9980038377944496;0.9980038377944496;0.9980038377944496;0.9980038377953477;0.9980038377945334;0.9980038377980629;0.9980038377944496;0.9980038377944496;0.9980038377944498;0.9980038379907639;0.9981739908185785;0.9980038498384564;0.9980038377944496;0.9980038377944496;0.9980038377944498;0.9980038377944618;0.9980038377944879;0.9980038377944694;0.9980038377944498;0.9980038377944496;0.9980038377944496;0.9980038377948404;0.9980038394214131;0.9980038378656673
0.9980038377944498;0.9980038377944496;0.9980038377944496;0.9980038377944948;0.9980038378282575;0.998003837794491;0.9980038377944498;0.9980038377944498;0.9980038377944496;0.9980038379706773;0.9980038385143934;0.9980038486291976;0.9980038377944498;0.9980038377944496;0.9980038377944496;0.9980038377962698;0.998003837794493;0.9980038377946358;0.9980038377944496;0.9980038377944496;0.9980038377944496;0.9980038378074562;0.9980038380783212;0.9980038386819684
0.9980038377944498;0.9980038377944498;0.9980038377944496;0.9980038377944564;0.9980038378075855;0.9980038377956701;0.9980038377944496;0.9980038377944498;0.9980038377944498;0.9980038379018991;0.9980349473529093;0.9980046191974916;0.9980038377944498;0.9980038377944498;0.9980038377944496;0.9980038377945126;0.9980038377944647;0.9980038377945871;0.9980038377944498;0.9980038377944498;0.9980038377944496;0.9980038378321063;0.9980038382494648;0.9980286970583012
0.9980038377944498;0.9980038377944498;0.9980038377944498;0.9980038378001126;0.9980038378000124;0.9980038377944792;0.9980038377944498;0.9980038377944496;0.9980038377944496;0.9980038379174407;0.9980038993698024;0.9980069338006655;0.9980038377944496;0.9980038377944496;0.9980038377944496;0.9980038377949717;0.9980038377944941;0.9980038377945559;0.9980038377944496;0.9980038377944498;0.9980038377944496;0.9980038387406813;0.9980038379886318;0.9980038427152602
0.9980038377944498;0.9980038377944498;0.9980038377944498;0.9980038377950461;0.9980038377957096;0.9980038377946694;0.9980038377944498;0.9980038377944498;0.9980038377944498;0.9980041660584344;1.0000785977778632;0.9980038392488154;0.9980038377944498;0.9980038377944496;0.9980038377944496;0.9980038378009557;0.9980038377944518;0.9980038377944658;0.9980038377944496;0.9980038377944498;0.9980038377944496;0.9980046151534063;0.9980039350166948;0.9980038378019993
0.9980038377944496;0.9980038377944496;0.9980038377944496;0.9980038377998733;0.9980038377991424;0.9980038378241323;0.9980038377944498;0.9980038377944496;0.9980038377944496;0.998003847852455;0.9980038476227665;0.9984066024581337;0.9980038377944496;0.9980038377944496;0.9980038377944496;0.9980038377948645;0.9980038377944587;0.9980038377945434;0.9980038377944496;0.9980038377944496;0.9980038377944498;0.9980038378112707;0.9980038379060912;0.9980038388446791
0.9980038377944498;0.9980038377944496;0.9980038377944498;0.9980038378993895;0.9980038378076205;0.9980038377975359;0.9980038377944498;0.9980038377944498;0.9980038377944498;0.9980038382780045;0.9983126996041858;0.9980038527269887;0.9980038377944498;0.9980038377944498;0.9980038377944496;0.9980038377944892;0.9980038377945838;0.9980038377946341;0.9980038377944498;0.9980038377944496;0.9980038377944496;0.9980038378044978;0.9980038392578402;0.9980042317536433
0.9980038377944498;0.9980038377944496;0.9980038377944496;0.9980038378431092;0.9980038377993397;0.9980038377958548;0.9980038377944498;0.9980038377944498;0.9980038377944496;0.9980038401659787;0.9980271983533738;0.9980046648064916;0.9980038377944496;0.9980038377944496;0.9980038377944496;0.998003837794458;0.998003837794577;0.9980038377952055;0.9980038377944496;0.9980038377944498;0.9980038377944496;0.9980038394320757;0.9980038462977042;0.9980038387149055
0.9980038377944496;0.9980038377944496;0.9980038377944496;0.998003837794481;0.9980038379007267;0.9980038377997327;0.9980038377944498;0.9980038377944496;0.9980038377944498;0.9980038382105473;0.9980540172770704;0.9980042441795203;0.9980038377944498;0.9980038377944496;0.9980038377944496;0.9980038377948824;0.9980038377944703;0.9980038377946933;0.9980038377944498;0.9980038377944498;0.9980038377944496;0.9980038378095054;0.9980038423968493;0.9980038381662626
0.9980038377944498;0.9980038377944498;0.9980038377944496;0.9980038378369194;0.9980038377963133;0.9980038377948791;0.9980038377944496;0.9980038377944498;0.9980038377944498;0.9980038415761789;0.998063681002468;0.9980073760150605;0.9980038377944496;0.9980038377944496;0.9980038377944496;0.9980038377945006;0.9980038377946268;0.9980038377944797;0.9980038377944498;0.9980038377944498;0.9980038377944496;0.9980038378048431;0.9980038381513261;0.9980038382337085
