config1;config2;config3;config4;config5;config6;config7;config8;config9;config10;config11;config12;config13;config14;config15;config16;config17;config18;config19;config20;config21;config22;config23;config24;config25;config26;config27;config28;config29;config30;config31;config32
1.00046446822551;0.9991157702153207;1.0459364561479167;0.9980420077561621;1.2034314502611632;0.9980145887713134;1.0101487893492076;0.9980700115175677;1.480594818128114;0.998014718559961;0.998005010161519;0.9980251542433286;1.0237199322979162;0.9980043673252984;0.9986985207664184;0.9980603991532208;1.0043674998616943;1.0171990227215257;0.9990122986868714;0.9980041526932154;1.0037992878945805;1.0009833398723038;1.2012474546119822;0.9980830628517311;0.9980065563822444;1.0088367923721628;1.0582792596834834;0.9980236467414029;1.6918110580839132;1.0079005146861761;0.9980627975851667;0.9980615596046796
1.051295310488126;0.998045298544537;0.9981623735153504;0.9980290591359863;0.9988993617988816;0.9988605705507725;1.017375000028379;0.9980039440625212;1.0004616638007395;0.9992863795236083;0.998019568688419;0.9987423270315642;1.0017122656169581;0.9991535401414754;0.9980528171951948;0.9980140374535352;1.0021360933333399;0.9989496250380726;0.998007890020781;0.9981591866006787;1.003876982249468;0.9989356617245714;1.303219448768422;0.9984573885352512;1.0240677466243615;0.9988410270946917;0.9991426023060747;0.9980112967999981;2.425781043919997;1.0001440357820084;1.0488595418580264;0.9996086817861468
1.0306177023264835;1.0055696970887684;1.0121928616026274;0.9980038432016104;1.002051815677079;0.9981653346067543;0.9980183385988557;0.9980043144320848;0.9984451225707874;0.9980042838024887;0.9980044253756474;0.9980628702991575;1.0020393289502028;1.0448441424312784;1.0006214092200683;0.9980165508216061;1.0186398389916969;0.998206634455866;1.0143930818036688;1.008368087145081;1.0036472950939224;0.9993382612413525;0.9980223053238858;0.9992328177203963;0.998097715246099;0.9981091247134577;0.998004678757133;0.998229626538035;1.0410762173820889;0.9982959310962971;1.9922516018909837;1.0062878782017939
1.0018452408179692;0.9980223565926116;0.9980195606120783;0.998011728372904;1.0145492688811595;1.0064493931563028;0.9980038408944832;0.998064253266486;1.007722165447886;0.9981379487382305;0.9991656660578915;0.9982159620450511;1.0732668079226109;0.9982634650560631;1.0034152757230725;0.9980377149699259;0.998621638542127;0.9981688443587476;1.0026919554096485;1.001275996016372;1.2246277038089228;0.9980231154432078;1.0049403363879188;0.9991082219339568;1.036240312294249;0.9982953022263054;1.0155655797474734;0.9982481323875783;1.3179641786665988;0.9995622197789983;1.0072860658541423;0.9986440424567729
0.9987924712857308;1.0226946338607206;0.9981158575419626;0.9980339865066403;1.0058032700754262;0.9980972252164999;1.0094529074414609;0.9980064480980043;0.9989710154562019;1.0122331932514719;1.001531273832133;0.9981957649904822;1.0047057851026777;0.9980038403983955;1.0078868838478559;0.9983296721089423;0.9980108043055715;1.024333050334731;1.04574222296013;0.9980784051554518;1.000304724463695;0.9983012924641362;0.9995964784606466;0.9980039060623781;1.002864359895513;0.9982835723220637;0.9980548748485574;1.0006585382209665;1.0540640482286348;0.9982960327719843;0.9980622158620156;0.9980421584051293
1.0479873514933207;0.9987328714812667;1.076557691829029;0.9980070551838948;0.9980214484747505;0.9984513463531003;1.0047429654895046;0.9980180570548306;0.9981822538036277;1.0062290127685893;0.9982731994555124;0.9980049988998471;0.998024456233563;0.9980074499267272;0.9980430870904634;0.9980285440066984;0.9980088623625947;1.0009749980307565;1.0010458512970684;0.9980038391270482;0.9980064250934958;0.9980038407947749;1.0462733505092556;0.9980261751768933;1.1306112486276343;1.0020861999998236;0.9984890595711429;0.9980744440684012;1.0163141840030854;0.9980151576923558;0.9988923865534514;0.998968135437128
1.0277363402751674;0.9980968649650356;1.0568571544192895;0.9980066420497749;1.0124583244536345;0.9980046944545956;1.0051797224359047;0.9990757393524239;1.146663265840248;1.0101401951530817;0.9980263576423575;1.0002980907094658;1.0397829671118592;0.9982322712760475;0.9988324868518933;0.998016627170919;1.0027359727009886;1.021472273526366;1.010489887161428;0.9980436329552422;0.9987413199173363;1.0042077811453054;1.1941324350526585;0.9981205154958644;1.3118645910735611;1.0036435435128974;0.9980041143347397;0.9980038932948484;0.9980447732947145;0.9980345086271686;0.9991794800228694;0.9980054112708837
0.9980381395382212;1.005048493983968;1.004803507680614;0.9980209485302718;0.9980054534356017;1.0007027225160532;1.000505682427522;0.9980389217262786;1.0148778432255643;1.0015213266836727;0.9980089706904013;0.998005928385963;1.0031597787682067;0.9980050944333936;1.021504342959073;0.9980043135181313;1.0453800756191163;0.9980038654638339;1.332735944771818;0.9980249846806274;1.4105493010764736;0.9980045955291208;0.9982213410089623;0.9980639710792719;1.0204154919692863;0.998004628565492;1.005922471618664;0.9980294675440039;0.9980047179769113;0.9983011697316366;0.9995037088509556;0.9980205783547645
1.9921731512990457;0.9980337505713928;0.9980039427283042;0.9980658683800303;1.2249441196677309;0.9980166341524829;0.998009585474586;0.9980045922053806;0.9983579205915196;0.99880549278571;0.9980042484889133;0.9980039847584851;1.0101515811245192;0.9993573904803766;1.0029300122187268;0.9980051406989745;1.0021341160516544;1.0165863702293503;0.9980207367479497;0.9981645926288735;1.150413510628641;1.82075644414659;0.9989024471199311;0.9980671748210466;1.0256685367307328;0.9983191527707109;1.0115240790683744;0.9981861045791325;1.194694786502186;1.004698850630631;0.9986383968466221;0.998130381536684
1.4968627457699546;0.998004959421519;0.9983794895518562;0.9980213886482939;1.9920938724102588;0.9987828900972766;1.0199322016271788;0.9980062878474417;1.000863638943906;0.9980070031648409;1.0023453970420775;0.9980251113425721;1.0062393976491764;0.9980197172270046;0.9998656358879213;0.9980201538430109;1.1092488144658976;0.9982653580200643;0.9980038460255317;1.0053403593329082;0.9982617530516944;0.9996126979439913;1.0178880925704201;0.9980041400390228;1.1362897041068194;0.9990025461946707;0.9999873396585088;0.9980045371934754;1.6854187964656828;1.0035827308856047;1.0006994790845012;0.9989318483767348
