config0;config1;config2;config3;config4;config5;config6;config7;config8;config9;config10;config11;config12;config13;config14;config15;config16;config17;config18;config19;config20;config21;config22;config23;config24;config25;config26;config27;config28;config29;config30;config31;config32;config33;config34;config35;config36;config37;config38;config39;config40;config41;config42;config43;config44;config45;config46;config47;config48;config49;config50;config51;config52;config53
12.670505811802366;1.0715093749637015;0.9980039853793368;7.873992978250139;3.928109222656742;0.9980038390871125;2.43302638470007;0.9980040512092794;0.9980038443695279;4.10581529409371;4.950492352088938;1.0076969682361956;6.886352017211035;0.9980038419992688;0.9980038381796893;1.536132951228658;0.9983307673728105;0.9980038380075607;12.670505812885983;1.6772331251119899;0.9980042404900817;6.836417272048286;0.9981423774025165;0.9980038380752877;10.089993786606586;0.9980038378427456;0.9980038382491873;-3.8310486558022903;-4.059982867579898;-4.12647042061418;-4.136627516682905;-4.103666453692496;-4.149958681758215;-4.022305924837956;-4.100188291400447;-4.128067193237697;-3.354725110960749;-4.1254770028536365;-4.118398749876362;-4.048354803100385;-4.125044649699484;-4.126813754047413;-4.129231665497703;-4.112990367582367;-4.115202520572909;-4.011249441365028;-4.078179300894078;-4.155784306083605;-4.120745625047174;-4.146383006506735;-4.144505235593031;-4.104822850991865;-4.126016273734378;-4.120433541568381
1.000061277427808;1.9328648477960693;0.9980038404011191;12.222534456752207;0.9980100337587023;0.9980038391564092;5.522312147817883;0.9980038400779271;0.9980038379978161;9.614834414917413;3.1691568931132985;0.9980038507592711;1.992030900604076;0.9985531907759124;0.9980038381732143;2.679370525180697;1.3798101930100204;0.9980038397688455;3.4189122569860864;7.214627839978107;1.2277326895746448;8.630003410745118;0.9980038393672279;0.9980038382108004;11.271455891465644;0.9980038379460507;0.9980038385561887;-4.037230199967472;-4.1453912186330175;-4.135023624578174;-4.097735094985927;-4.079499626819791;-4.1181793570405985;-4.055171615842462;-4.154069770110381;-4.100654922582005;-3.8479661231811373;-4.152299034982544;-4.109744278710222;-4.149222558483744;-4.092648586014595;-4.154843132170934;-4.151939123357808;-4.122305960231979;-4.145235735208285;-4.079346754019112;-4.129026869871397;-4.078544430360702;-4.124284429569088;-4.155242762662921;-4.114167376042819;-4.140712535214959;-4.1271830769413045;-4.124532828905049
12.670505812885983;0.9980147043281788;0.9980038412346323;6.990939878352171;1.0372310011193024;0.998003838265105;1.9638738864082188;1.2135094440409386;0.9980038383922504;12.670505812088235;3.0795056556651765;0.9980038403904097;1.293066596102325;1.1989822571450406;0.9980038378421247;2.9821051767568574;0.998003852260773;0.9980038385959801;12.670505812885983;3.9682501593184996;0.9980038378347253;5.8655235092153974;1.8017152553417748;0.9980038379779972;2.982105157875504;0.9980038378104062;0.9980038381037584;-4.04986499611628;-4.150728502280578;-4.092745603661003;-4.155804338154097;-4.122620919334367;-4.098046108916398;-4.108616264300052;-4.1140563547083895;-4.127463967599804;-4.0800159875535895;-4.1179917341982515;-4.107750199387817;-4.033259884290066;-4.117850026307574;-4.1477574090249805;-4.1406651802949375;-4.10462082196289;-4.153292765404567;-4.065124942081541;-4.154782726416573;-4.1227820396582935;-4.153916810734932;-4.122503349931601;-4.111057620553353;-4.113126383394594;-4.069987345542921;-4.132144230102183
11.02359403422003;6.1812698968594475;1.0065236208570967;3.3304022893345007;0.9980038378616253;0.9980038383114077;0.9980050692758011;0.9980038383731121;0.9980038391913824;12.670505812885983;1.9944816380445927;0.998004493589284;2.907959704949084;1.9920310109605623;0.9980038387185145;4.2215609955903615;0.9980038380462539;0.9980038394398495;12.670505812026862;4.822159426164185;1.992030900349271;2.7170465952477607;4.1534440626420635;0.998003838464524;6.0179721977578415;0.9980044218052969;0.9980038378562456;-2.1933329991888284;-4.143187403997129;-4.155637764093734;-4.039780613352206;-4.110224458865926;-4.137536882207233;-4.144716629025866;-4.079105349817641;-4.132377189383692;-4.092149114220354;-4.103297562886509;-4.144641624206164;-4.15467415083393;-4.153365312910768;-4.154790465925531;-4.146187403501614;-4.149602931295761;-4.1210947019682465;-4.125144501708733;-4.062373358322211;-4.155672261482464;-4.112527862263694;-4.1119299978156265;-4.126975643888974;-4.065736103712415;-4.150736291469547;-4.127707184061361
6.729086637285953;8.840684862229534;0.998004381635982;3.9757437124353854;1.364573657932867;0.9980040977950081;7.916350970496347;0.9980040007238191;0.9980038398040165;3.6994898331554626;1.739188130598992;0.9984026995456742;3.76546243176137;1.5560542463812908;0.998475300781991;0.9980038379457692;2.005773545046641;0.9980038385650346;12.670505812885983;1.3905170650882397;1.4723299072152596;9.024809024482767;1.4652990041584857;0.998003837805686;3.0405756433138085;0.9980038382428986;0.998003854884829;-4.090290491511296;-4.115228643458513;-4.150943899937579;-4.0706717011298785;-4.117127150494497;-4.122442642208913;-4.079691632733407;-4.1263287262983726;-4.127701076081309;-3.7461520485721302;-4.082806934908636;-4.1499938301219315;-4.047988178305737;-4.137754956670812;-4.150118409454224;-4.054764289523151;-4.154682820358283;-4.145553366391951;-4.113788754686388;-4.1526502013186395;-4.126471291026212;-4.041646979385948;-4.149223205336834;-4.143634161279248;-4.048770552768682;-4.011535227361693;-4.095640279985698
4.111632713539348;7.988039179872032;1.9412069950250659;7.047868953604326;1.992030900281133;0.9980038381307086;2.032956563867649;0.998003838783593;0.9980038389490007;8.962278504893126;6.334717968696057;0.9980073223038063;8.001183583727656;0.998003838410204;0.9980038387095279;1.992204382012552;0.9980039110393895;0.9980038380540117;11.917546491412603;2.7262188442067026;0.9980046867535997;9.718649408492732;0.998003843580911;0.9980038382335215;2.58921102807136;0.998003844769333;0.9980038381282946;-4.103462267861137;-4.152804209264653;-4.135344329927062;-4.095114882449751;-4.09101361870749;-4.0995663737887575;-4.144950255597885;-4.130987401303157;-4.155522857859413;-4.0233344223763625;-4.129218330838178;-4.139551492762655;-4.129171236944508;-4.094216343060598;-4.115662645123016;-4.072465393382075;-4.1556107713796395;-4.146193020988095;-3.6889782327844216;-4.093200944145663;-4.155084633432018;-4.06418633980034;-4.12695584005227;-4.155800874891907;-4.051916310466204;-4.094526876542919;-4.091585907437248
4.262872523527918;6.098372995376087;1.109834735145004;3.611278024065116;4.121682969970037;0.9980038389024943;1.013615641114651;0.9980038383835692;0.998003839307952;7.53504900757439;1.9186704088532538;1.992030900265296;5.587564694670649;0.9980829012726559;0.9980077798002844;5.928849522173833;0.9980038818306901;0.9980038383371815;12.670505812885983;6.156489423311807;0.9980038378810079;4.255765932367194;0.9980513836230974;0.9980038378097268;2.183595618843191;0.9980846743311483;0.9980038381228725;-4.0623909984452515;-4.151650653925651;-4.119017563163823;-4.129503064665732;-4.150236300619746;-4.117391029186917;-4.0915954172089535;-4.095537984664201;-4.101458311726808;-4.120473248263614;-4.117990475296215;-4.155009233196566;-4.036103638156365;-4.144035950777108;-4.105682946312887;-4.025020215932672;-4.075903877653863;-4.147882026408524;-4.067505523006115;-4.078799803204793;-4.134357989944109;-4.127547414740737;-4.121614132903119;-4.153429194231893;-4.140359395872845;-4.149491449652432;-4.147770095711429
7.012776839036042;5.157913103644944;0.998003848321493;0.9980040378949252;1.9920309059664698;0.9980038389373341;11.718699563118143;0.9980038773733547;0.9980038383672934;5.746485396336389;6.5361715093471195;0.9980038382599877;6.538950390578975;1.5616410394456068;0.9980038393460897;5.9288451532414035;0.9980238382760434;0.9980038388085453;10.906881120255955;3.5671592793276616;1.3353517903745917;8.583961218108186;1.5506041446240297;0.9980038382754464;1.2161825802229955;1.099424709948802;0.998004304555364;-3.7256124691525887;-4.147210693786684;-4.155393174781528;-4.075382294005916;-4.151884195934282;-4.112333484609922;-4.0813646212743695;-4.034835794479173;-4.098388354224449;-4.015500183944801;-4.140270377068529;-4.120302442999936;-4.1184372870785;-4.113973160493977;-4.127099787571259;-4.151529187271864;-4.090345540228727;-4.110483298931058;-4.10754217964887;-4.126142125764208;-4.152825772434205;-4.155621622715672;-4.147167583265673;-4.153343795770113;-4.083111730274388;-4.0791848739025065;-4.151396663489244
7.449269128910475;3.304511265864527;0.9980038385325841;5.9288456362797035;5.7980230286140335;0.99800384106186;0.9980038419804411;0.9980141770967675;0.9980038382858288;5.58758833773302;6.001847235181747;1.503393455284665;7.873992978251805;3.6218359992332245;0.9980038389715972;6.151856440211705;0.9980038384144246;0.998003838316844;4.502788783997209;4.228033844442623;1.196578952174707;5.527386385962514;1.1041382906190669;0.9980038386571496;2.9954513395750517;0.9980038387521218;0.9980038534039142;-3.863811816772625;-4.1496109855545065;-4.145528878659383;-4.147037618796116;-4.137069794679834;-4.144239905267165;-4.134576525602118;-4.155036268582502;-4.151840707523273;-4.094764936913251;-4.101310064386027;-4.127451189375725;-3.7690569050759892;-4.1543715315153005;-4.147334813918837;-4.1505664683288;-4.139131192238894;-4.148665190005598;-4.094247187375511;-4.141594628772212;-4.147444384802252;-4.148180953765331;-4.127077245461876;-4.131300591423443;-4.114156457187519;-4.105103849615494;-4.145246335774154
3.549906216953987;1.9920311403460556;1.1545679893774499;8.104588399296876;0.998003839017719;0.9980038383891827;11.879588640349747;0.9980038404841958;0.9980038405053764;8.579629370673292;2.164112647252091;1.9920656153808796;5.531656675951827;0.9980038622966608;0.9980039735676882;7.413541594865797;0.9980038388640246;0.9980038442215279;10.023182184618403;2.3891034393702357;0.9980038386720499;9.474025355748765;1.7426457077011581;0.998003838158409;4.214015500450949;0.9980038387931128;0.9980038392739748;-4.0899034963412175;-4.094877571973607;-4.08439620430438;-4.082474619772111;-4.114450084291928;-4.148711752366238;-4.077518519624983;-4.142422045665635;-4.105723452930659;-4.100543257610249;-4.078622342517622;-4.118320088766605;-4.113732217115015;-4.153293252277742;-4.152905242653776;-4.006669308863048;-4.1082201034967385;-4.145739989966696;-4.076385034521703;-4.083607686477173;-4.143134938197664;-4.100297270770493;-4.1408025413171305;-4.151447598250159;-4.002955686790142;-4.1320132303740085;-4.155512986810845
