lang
0.17460300040526344
-3.738818928573603
-3.7385371255165114
-3.7377874256939903
-3.73929982428801
-3.7368433769064815
-3.737317793337882
-3.8447808641811134
-3.845218493181119
-3.8448483030933556
-4.066690322406149
-4.066916920126329
-4.0668065458167595
-4.066256171467508
-4.065981728860126
-4.065969280372704
-4.066431464637348
-4.066978373120022
-4.067049161416549
-4.066667501917131
-4.066220221233669
-4.066031303508567
-4.065629436860438
-4.064671704175395
-4.064606697691214
-4.064546318338356
-4.06398183571455
-4.0641521784620105
-4.0640637960881225
-4.063651100425001
-4.06374818580296
-4.063961371643343
-4.063517031905708
-4.063715633360738
-4.064418275569488
-4.064026915757419
-4.063465989995849
-4.063365137182978
-4.0637263449359455
-4.0636680599986965
-4.062732637331688
-4.062884723996934
-4.062802571048095
-4.06236454843402
-4.0626298089381
-4.061977561430418
-4.061398455871092
-4.061138411488108
-4.060290619820151
-4.0759312144275075
-4.074654474885254
-4.073943121921347
-4.073355063136517
-4.075302209340056
-4.075294854663147
-4.075070771031246
-4.075433329991449
-4.075565387678318
-4.075227994210199
-4.073702263098907
-4.073093846935688
-4.072124671580555
-4.072296019182917
-4.07404816929201
-4.07384534306235
-4.074384103042594
-4.074707004373375
-4.075170397675927
-4.075675366506186
-4.076231309807532
-4.07697452132653
-4.076366107466733
-4.076376617622436
-4.076309345212871
-4.075451643728183
-4.0756893026993115
-4.075597946908059
-4.075579293068055
-4.075279315911928
-4.075692658951065
-4.075410808627189
-4.0753868006039715
-4.0756597463915725
-4.076785431464085
-4.076954548938611
-4.076656025530943
-4.076422189561524
-4.075857194971321
-4.0751490651581195
-4.074903634062558
-4.0754925527465025
-4.0744980260909065
-4.07528287697081
-4.077288511379448
-4.077143144459898
-4.076932997586681
-4.076885498941901
-4.077382985565259
-4.076569989415417
-4.07769777147769
-4.078545408212785
-4.078469074817886
-4.078768762819361
-4.078491903964671
-4.078177261187356
-4.078731415748393
-4.0788511943653525
-4.07884253275563
-4.078724327172976
-4.079333971518527
-4.079262684222628
-4.07936920312292
-4.079886282782211
-4.0805323817084345
-4.0821123011902465
-4.083262341813764
-4.083928338253038
-4.082932626072639
-4.0825438645082075
-4.083145492567292
-4.083642928783104
-4.083983408316317
-4.083002006591992
-4.082918386717867
-4.083313299414354
-4.083053647582526
-4.082303939559093
-4.081653498182957
-4.081690804554811
-4.083024027177251
-4.084348738869665
-4.083790176050442
-4.08329857205861
-4.082144004044729
-4.081396573578992
-4.080930704852679
-4.07885346519876
-4.0780732979968874
-4.07862641834763
-4.078631313391552
-4.0790447685147235
-4.078985738930249
-4.078831033790822
-4.078857306332495
-4.078871286844721
-4.079230378428147
-4.079458075859097
-4.0791815613507545
-4.0794156913587765
-4.079208127282758
-4.078865594370666
-4.079402543164201
-4.079187368638508
-4.079314375446469
-4.079428662023989
-4.08000436826022
-4.079888899581878
-4.079960294092495
-4.079518484068079
-4.079408572317948
-4.078692500865712
-4.079185067624769
-4.079719661258783
-4.079619221500034
-4.079727725680908
-4.079324096162657
-4.078704929873952
-4.0786402686557155
-4.078696528265376
-4.078792500853723
-4.078768280047226
-4.079243865498439
-4.079111179711785
-4.081413370557668
-4.0801013731236315
-4.080464538447117
-4.082301603312348
-4.083363806543443
-4.08283451382461
-4.082507374631106
-4.080796972078344
-4.081187188369743
-4.079861631571875
-4.079314408087717
-4.080083510131392
-4.078442829562683
-4.08001705390741
-4.079996829087277
-4.07795208478052
-4.077418496158677
-4.077776523442171
-4.078176605113949
-4.0770783058435764
-4.0768964995612125
-4.076851885324408
-4.075939326577843
-4.077713012581273
-4.076601403390799
-4.075786407844336
-4.076311782377395
-4.076308108655717
-4.075306770168405
-4.076000346247783
-4.076335924935894
-4.076867129860166
-4.077372259102504
-4.077362290479623
-4.07729551195333
-4.07726105699651
-4.077468061566976
-4.077736084084057
-4.077959353578316
-4.078338486448753
-4.076938362089708
-4.077319184221401
-4.077315213454728
-4.077376202437447
-4.0771653313549665
-4.07698293623892
-4.076622377794753
-4.07653406571879
-4.074974334266066
-4.074575367860529
-4.074607408012126
-4.074379205075057
-4.074274889024776
-4.073806171652504
-4.075789836795808
-4.076439644662761
-4.076453511626026
-4.075679209701181
-4.074501288837073
-4.074848428665701
-4.0749529727303155
-4.075822532860168
-4.07518893676724
-4.0742347062149955
-4.0730991053588586
-4.073895153317476
-4.0740048820305175
-4.073485612925684
-4.073945864554337
-4.074034245313316
-4.073620538838703
-4.074065083178844
-4.076263174779885
-4.075332711140754
-4.0756563077416095
-4.074981760882726
-4.074480366762518
-4.076616543985061
-4.077157061416506
-4.0769622061057875
-4.076967880896154
-4.077854573685941
-4.077992851578429
-4.08196725452072
-4.081694168947698
-4.08125499288528
-4.078596532846644
-4.0794007451286936
-4.078611268895085
-4.078470537860382
-4.078118027098077
-4.078265778434558
-4.078294435060271
-4.078972482848092
-4.078510595194658
-4.079764235130415
-4.0800246285845825
-4.080088374348112
-4.079731255622202
-4.079083135854815
-4.078689702595602
-4.0770047732618275
-4.077516321440579
-4.0762546087955185
-4.075986482179971
-4.076628957843626
-4.076477036231356
-4.078968320444257
-4.076917360185801
-4.079380281216932
-4.07581897093187
-4.0770539280929805
-4.081487262014052
-4.079582882072547
-4.07896447389071
-4.078804786968943
-4.081224240011282
-4.082562878273537
-4.088617016564476
-4.089151845719314
-4.091772290270926
-4.088226826764573
-4.087799001923167
-4.083504379213661
-4.081331316222022
-4.0794777678305785
-4.0816460446226435
-4.082081228505229
-4.082689970809932
-4.087013782465278
-4.090696785043649
-4.090240426977095
-4.090970235446225
-4.093678978247867
-4.092846064897423
-4.093935008375705
-4.094463795719995
-4.10008206645229
-4.100738308626293
-4.099731114623256
-4.100981077910987
-4.1022742516097885
-4.102134528248573
-4.102162182433466
-4.1063385080849395
-4.104343416730698
-4.10444999126781
-4.108532409630755
-4.109849340074704
-4.112145398180477
-4.111654162194177
-4.112533372008389
-4.1127638754656015
-4.111090873138205
-4.113750244475481
-4.1146916734467265
-4.115173690613723
-4.11498116413368
-4.114756420817246
-4.112748969152251
-4.112365792140868
-4.112201300067463
-4.114218710458624
-4.115814455986378
-4.11389550717339
-4.117063371871014
-4.115575762145345
-4.1158041780922865
-4.116313276299059
-4.116993289775021
-4.116366729188811
-4.11689306626955
-4.118986370106357
-4.120321044305122
-4.118464049101833
-4.114824899004146
-4.113474233225967
-4.115176104180489
-4.114081465804406
-4.11190197368556
-4.109796211497817
-4.110470031976965
-4.107906561423533
-4.108546417586886
-4.108855921479542
-4.105139029427388
-4.1102826811563205
-4.110417524129349
-4.10771097761699
-4.107903409334042
-4.110112067764
-4.112146588216033
-4.112159858173014
-4.113270125839594
